user_id,ideal_point
0,-0.6780063
1,-0.96336055
2,0.10484014
3,-0.01812176
4,-0.38645047
5,-0.51059115
6,0.7452051
7,-0.32144135
8,-0.57689005
9,-0.6308009
10,-0.26684275
11,-0.52339524
12,-0.6062051
13,0.17383634
14,-0.11739488
15,-0.54905814
16,-0.5545578
17,-0.31827956
18,-0.34303585
19,-0.835644
20,-0.4759854
21,-0.28410316
22,0.06398228
23,-0.8513805
24,-0.4154686
25,0.23716606
26,-0.24227645
27,0.15975715
28,-0.48008063
29,-0.277224
30,0.5952104
31,-0.4817856
32,-0.59126216
33,-0.07326479
34,-0.2465353
35,-0.5355135
36,0.027547967
37,-0.54916286
38,-0.22177777
39,-0.53933036
40,-0.41028565
41,-0.62706685
42,-0.6907974
43,-0.81167006
44,-0.35684943
45,0.9129286
46,-0.4039753
47,-0.33961254
48,-0.7633049
49,-0.057909895
50,-0.15878999
51,-0.56992096
52,0.4863147
53,-0.52627575
54,-0.7160694
55,-0.33216938
56,-0.43688512
57,-0.09682545
58,-0.5238766
59,-0.76019776
60,-0.14375874
61,0.06282462
62,0.069266096
63,0.5304375
64,0.11432189
65,1.0759733
66,-0.17654496
67,-0.67420197
68,-0.21588628
69,-0.53211135
70,-0.32355273
71,-0.7773898
72,0.45569658
73,-0.74714434
74,-0.10470419
75,-1.2033021
76,-0.44264284
77,-0.13925968
78,-0.67881083
79,-0.5443442
80,-0.08053686
81,0.37004757
82,0.13510609
83,-0.10901273
84,-1.2895483
85,-0.27427158
86,-0.37743083
87,-0.32848224
88,0.6252453
89,0.46239245
90,-0.43881443
91,-0.3608523
92,-0.9753393
93,-1.1793786
94,-0.07070542
95,-0.12211113
96,-0.69407696
97,0.95975226
98,-0.44571838
99,0.7017064
100,-0.9268251
101,-0.079342976
102,-0.46328112
103,-0.44190556
104,-0.7966814
105,-0.30141544
106,0.53389597
107,0.05768702
108,0.1826667
109,0.1145843
110,-0.82530403
111,-0.202716
112,-0.0081861215
113,0.3388199
114,0.8646719
115,-0.18745488
116,-1.1466821
117,-0.36313632
118,-0.28396654
119,-0.20046589
120,-0.47690597
121,1.2496551
122,-0.30464542
123,0.06232666
124,0.71362174
125,0.0183636
126,-0.5449066
127,-0.4034653
128,-0.37473807
129,0.100266226
130,-0.69188833
131,-0.26012865
132,-0.68028444
133,-0.73482585
134,0.5834459
135,-1.2524831
136,-0.1548633
137,-0.4514005
138,-0.08609392
139,0.50355786
140,0.004857835
141,-0.6052419
142,-0.2687881
143,-0.6113727
144,-0.4701787
145,-0.3035757
146,0.1460937
147,-0.21568538
148,0.1736627
149,-0.36026224
150,-0.22273822
151,-0.80717987
152,-0.37130025
153,-0.5598818
154,-0.5184449
155,-0.40922293
156,-0.52884907
157,-0.23077218
158,0.0137445545
159,-0.55625963
160,-0.76173615
161,-0.6914469
162,-1.067175
163,-0.72312456
164,-0.42187208
165,-1.234674
166,0.15674345
167,-0.16136274
168,-0.5530147
169,-0.8032202
170,-0.6113406
171,-0.468057
172,-0.42578298
173,0.005933662
174,0.10060223
175,0.7949431
176,-0.46933767
177,-0.48683402
178,-0.37546533
179,-0.39715055
180,-0.8373495
181,-0.25269225
182,-0.27755097
183,-0.70900583
184,-0.22434743
185,0.0064771743
186,-0.62230283
187,-0.58267754
188,-0.17785962
189,-0.74806947
190,-0.25713003
191,-0.77065897
192,0.23207174
193,-0.67810446
194,-0.41476393
195,-0.73109394
196,-0.52452654
197,-0.9252574
198,0.066487685
199,-0.5190922
200,-0.49362624
201,-0.18845457
202,-0.18078615
203,-0.25718206
204,0.3000531
205,-0.33822984
206,-0.43591878
207,-0.10245337
208,-0.5292933
209,-0.7612639
210,-0.87033236
211,-0.3823121
212,-0.1995824
213,0.18429357
214,-0.10390539
215,-0.5172928
216,-0.5699044
217,-0.5192268
218,-0.67925
219,-0.23641935
220,0.095484346
221,-0.46688452
222,0.085207194
223,-0.33719695
224,-0.39888754
225,-0.5561194
226,-0.23373733
227,-0.414307
228,-0.7050784
229,-0.16133134
230,-0.7352534
231,-0.5847409
232,-0.5091769
233,-0.3691507
234,0.09950533
235,-0.27368337
236,-0.60575736
237,-0.11000436
238,-0.5789619
239,-0.48927668
240,-0.48822
241,-0.42785722
242,-0.22982372
243,-0.05217547
244,-0.6198334
245,-0.6073018
246,-0.4968127
247,1.0603778
248,-1.355246
249,-0.66482246
250,-0.2786254
251,0.7637398
252,-0.3758465
253,-0.64241153
254,-0.4438893
255,-0.7896114
256,-0.65350574
257,0.63819504
258,0.095803
259,-0.57630086
260,-0.68802655
261,-0.9749091
262,0.24010958
263,-0.79471016
264,-0.13223815
265,-0.73494273
266,-0.33410943
267,-0.73215455
268,-0.4732185
269,-0.7683084
270,-0.30280745
271,-0.11900491
272,0.5560406
273,-0.16560021
274,-0.32052457
275,-0.25662455
276,-0.46339798
277,-0.68293697
278,-0.3066116
279,-0.15176693
280,-0.824124
281,-0.6054916
282,0.11830555
283,-0.39522034
284,-0.31948134
285,-0.4086492
286,-0.93307215
287,-0.3361926
288,-0.5623102
289,-0.27518228
290,-0.30391648
291,-0.17231607
292,-0.5186611
293,-0.38058582
294,-0.1866163
295,-0.115834504
296,-0.47463483
297,-0.8321109
298,-0.95213
299,-0.57135004
300,-0.8323774
301,-0.21942662
302,0.39677113
303,0.2596435
304,-0.5652455
305,-0.41606197
306,-0.45181802
307,-0.5787171
308,-0.2829683
309,-0.5242172
310,-0.48993522
311,-0.13351406
312,-0.113571055
313,-0.17573589
314,0.06726619
315,-0.36908495
316,-0.230721
317,-0.3114072
318,-0.20540124
319,-1.2796835
320,-0.49203408
321,-0.266855
322,-0.5695218
323,0.007109008
324,-0.7108676
325,0.20831339
326,1.0010718
327,-1.0941108
328,-0.7053087
329,-0.63248575
330,-0.39338532
331,-1.2243183
332,-0.3772973
333,-0.3107759
334,-0.46935067
335,0.08007634
336,-0.52362484
337,-0.15401775
338,-0.60148996
339,-0.17850846
340,0.10708583
341,-1.4130408
342,-1.0485051
343,-0.33464974
344,-0.01796618
345,-0.4812059
346,0.16601713
347,-0.6419496
348,-0.63799626
349,-0.5582286
350,0.037383594
351,-0.32430658
352,-0.83157784
353,-0.2346313
354,-1.3407452
355,-0.31037334
356,-0.3629871
357,-0.5426904
358,1.1659719
359,-1.2651576
360,-0.765061
361,-0.5650074
362,-0.41023853
363,-0.94232553
364,0.8063988
365,-0.8057044
366,-0.4934305
367,-0.06766606
368,-0.19194235
369,-0.2905863
370,-0.08397243
371,-0.21861374
372,-0.6108018
373,-0.62353843
374,-0.7054421
375,-0.12257846
376,-0.76142806
377,0.62437147
378,-0.06988532
379,-0.68144745
380,0.46214265
381,-0.7287919
382,-0.94186586
383,-0.33057272
384,-0.52567357
385,-0.24442469
386,-0.4501918
387,0.19287764
388,-0.9868986
389,-0.059930254
390,-0.64746183
391,0.36215806
392,0.48924866
393,-0.39316276
394,-0.7990988
395,-1.0599885
396,0.28313747
397,-0.018225236
398,0.47284147
399,-0.38067308
400,0.37753177
401,-1.28527
402,-0.24188119
403,-0.89135045
404,-0.22885947
405,-0.25328267
406,-0.6256136
407,-1.0876455
408,-0.7266081
409,-0.64665985
410,-0.3457917
411,0.09334097
412,-0.1726594
413,-0.7405782
414,-0.74826676
415,0.06340922
416,-0.69695437
417,-0.21980968
418,-0.7168517
419,-0.35909814
420,-0.56406957
421,0.23881201
422,-0.7061232
423,-0.2927322
424,0.13685527
425,-1.205245
426,-1.0065469
427,-0.562311
428,-0.79164666
429,-0.79851884
430,1.1342468
431,-1.0898539
432,-0.5702954
433,0.02381898
434,0.57111055
435,-0.80689347
436,-0.3480326
437,-0.71645164
438,-0.6642872
439,-0.49774367
440,-0.5406297
441,-0.772784
442,-0.6032404
443,-0.74298286
444,-0.76188403
445,-0.6786771
446,-0.42648464
447,-0.5003275
448,0.8655641
449,-0.9136843
450,-0.5873142
451,-0.46326342
452,-0.654052
453,0.06902479
454,-0.3541533
455,-0.5887519
456,-0.19813164
457,0.18930228
458,-0.3567233
459,0.50659895
460,-0.7201925
461,-0.95546246
462,-0.52513003
463,0.32522413
464,-0.48764342
465,-0.32611164
466,-0.2819961
467,0.008704954
468,-1.0762068
469,-0.08774569
470,-0.14190614
471,0.35337275
472,-0.34722438
473,-0.7395606
474,-0.2744504
475,-0.11467366
476,-0.927106
477,-0.44287637
478,-0.76520085
479,0.51686805
480,-0.78503394
481,0.24517663
482,-0.3670787
483,-0.9179148
484,0.48562273
485,-0.57809794
486,-0.06573218
487,-0.62329495
488,-0.76240444
489,-0.65541136
490,-0.7889001
491,-0.28883874
492,-0.27742213
493,-0.22580703
494,-0.7821312
495,-0.90989447
496,-0.58513165
497,-0.34391704
498,0.54628766
499,-0.31404147
500,-0.824496
501,-0.27669019
502,0.11373543
503,-0.24276662
504,-0.61124516
505,-0.48636383
506,-0.6950457
507,-0.8937063
508,-0.1452085
509,-0.76831
510,-0.2969451
511,-0.8087823
512,0.4031658
513,-0.5452063
514,-0.12727918
515,-0.5309892
516,-0.37714154
517,-0.2717953
518,-0.3925419
