user_id,ideal_point
0,-0.093757756
1,-0.5322824
2,0.7452051
3,-0.57689005
4,-0.6062051
5,0.9465232
6,-0.4759854
7,-0.8602593
8,-0.58958536
9,-0.53247726
10,-0.07326479
11,-0.64378726
12,-0.74290663
13,0.027547967
14,-0.41067484
15,-0.22177777
16,-0.95809656
17,0.6321211
18,-0.56992096
19,-0.64799684
20,-0.5528214
21,-0.41778103
22,-0.40197137
23,-0.3364698
24,-0.8229881
25,-0.70935106
26,-0.74714434
27,0.25924823
28,-0.70576143
29,-0.7366265
30,-0.14608027
31,-0.38272157
32,-0.2944977
33,-0.24533941
34,0.46239245
35,-0.0026874538
36,-0.52615374
37,-0.7493131
38,-0.9268251
39,-0.35965997
40,-0.5135866
41,0.53389597
42,0.05768702
43,-0.53584003
44,0.1826667
45,-0.28396654
46,-0.3934918
47,1.2496551
48,-0.31298524
49,-0.41561332
50,-0.68028444
51,-0.06788335
52,0.0106893405
53,-0.2687881
54,-0.003384309
55,-0.23010716
56,0.43079334
57,-0.22273822
58,-0.89120966
59,-0.7180094
60,-0.55625963
61,-0.6005205
62,-0.42187208
63,-0.963318
64,-0.63207734
65,1.2572479
66,-0.41164386
67,-0.22594246
68,-0.7873599
69,-0.5045582
70,-0.48073572
71,-0.48683402
72,-0.47736475
73,-0.25269225
74,-0.7127148
75,-0.11845415
76,-0.32795364
77,-0.25713003
78,-0.17972194
79,0.30726716
80,-0.9252574
81,0.49784103
82,-0.6268796
83,-0.045081284
84,-0.41527146
85,-0.14227033
86,0.76229703
87,-0.53428584
88,-0.3823121
89,-0.20576559
90,-0.027764026
91,-1.1001313
92,-0.63344395
93,-0.079099074
94,-0.67545
95,-0.85166126
96,-0.47367516
97,-0.81532055
98,-0.16133134
99,-0.07200404
100,-0.21578218
101,-0.60575736
102,-0.11000436
103,-0.12517998
104,-0.5434019
105,-0.7743746
106,-0.81951874
107,-0.6889672
108,-0.30001348
109,0.5924395
110,-0.8870171
111,-0.73494273
112,-0.090247035
113,-0.7683084
114,0.5560406
115,-0.5232786
116,-0.3930267
117,0.30145296
118,-0.6675699
119,-0.2859192
120,-1.1102566
121,0.258203
122,-0.93307215
123,-0.50456977
124,-0.3361926
125,-0.5383105
126,-0.115834504
127,-0.47463483
128,-0.57135004
129,-0.107869476
130,0.2596435
131,-0.45181802
132,-0.2829683
133,-0.76827115
134,-0.230721
135,-0.3016422
136,0.7164452
137,-0.10112843
138,-0.3107759
139,0.104511596
140,-0.52362484
141,-0.7746247
142,-0.63420385
143,-0.711746
144,-0.5997397
145,-0.41023853
146,-0.16696016
147,-0.14160468
148,-0.46101248
149,-0.94232553
150,-0.44388273
151,-0.8057044
152,-0.3845747
153,-0.6108018
154,-0.6974164
155,-0.62353843
156,-0.33057272
157,0.002767336
158,0.45565733
159,-0.646127
160,-0.69924283
161,-0.3335489
162,-0.64746183
163,0.64131516
164,0.8253634
165,0.37753177
166,-0.6256136
167,-0.41472146
168,-0.5510619
169,-0.35909814
170,0.54109997
171,-0.786833
172,-0.9197359
173,-0.562311
174,1.1342468
175,-0.5702954
176,0.10784939
177,-0.49774367
178,-0.3620913
179,-0.24608311
180,-0.74298286
181,-0.5540726
182,-0.78013
183,0.16233519
184,-0.5873142
185,-0.654052
186,-0.66000295
187,-0.19813164
188,-0.7201925
189,-0.95546246
190,-0.51560056
191,-0.32611164
192,-0.08984717
193,-0.17573763
194,-0.033849254
195,-0.6058974
196,-0.41595688
197,0.3597516
198,1.38585
199,-0.63635767
200,-0.87842447
201,-0.3568945
202,-0.71590143
203,-0.44285586
204,-0.34514228
205,-0.5571611
206,-0.45769227
207,-0.76240444
208,-0.66054076
209,-0.22580703
210,-0.53102595
211,-0.72523564
212,-0.58513165
213,-0.2570749
214,-0.8937063
215,-0.81413394
216,-0.683819
217,-0.40707144
218,-0.47001046
219,-0.09494951
220,-0.961479
221,-0.36896396
222,-0.20224154
223,-0.3067981
224,-0.3382165
225,-0.9037683
226,-0.5684787
227,-0.71249944
228,-0.3232415
229,-0.5991
230,-0.5454927
231,0.07596794
232,-1.3081055
233,-0.3746201
234,-0.0058941785
235,-0.7977455
236,-0.93941295
237,-0.46549714
238,-0.40210962
239,-0.5191247
240,-0.037119426
241,-0.17081669
242,-0.69066334
243,-0.573326
244,-0.9254235
245,0.86192524
246,-0.58492297
247,-0.83963406
248,0.48060486
249,-0.50805825
250,-0.9538205
251,-0.74098784
252,-0.3732097
253,-0.8570124
254,1.2196267
255,-0.45069063
256,-0.75168025
257,-0.26853207
258,-0.00019268575
259,-1.1082408
260,-0.4848365
261,-0.25537938
262,-0.6083657
263,-1.2266994
264,-0.6770449
265,-0.34122905
266,-0.19886123
267,-0.46364528
268,0.46587294
269,-0.7385977
270,-0.334161
271,-0.50057334
272,-0.91012734
273,-0.3309019
274,-0.27128324
275,-0.63952184
276,-0.54840624
277,-1.0111212
278,-0.40694553
279,-0.63128495
280,-0.563773
281,-0.14970258
282,-0.85949284
283,-1.0272993
284,-0.47464997
285,0.116865374
286,-0.829669
287,-0.2607265
288,-0.97007924
289,0.7441774
290,-0.8454728
291,-0.1838344
292,-1.08211
293,-0.3628685
294,-0.69357276
295,-0.28352407
296,0.032947324
297,-0.3506449
298,-0.5060282
299,-0.19975297
300,-0.57582587
301,-0.58531886
302,-0.28024608
303,-0.64077693
304,-0.49246806
305,-0.8187619
306,-0.21970934
307,-0.37217945
308,-0.34572324
309,-0.6036506
310,-0.49236038
311,-0.20635816
312,-0.62619054
313,0.5419486
314,-0.1733283
315,-0.070211716
316,-0.0022946736
317,-0.6743306
318,0.29919136
319,-0.62298304
320,-0.6557242
321,-0.1377935
322,-0.41181687
323,-0.48465836
324,-0.009214746
325,1.1316077
326,-0.25641897
327,-0.20276625
328,-0.9563338
329,-0.4040952
330,-0.7869526
331,-0.93331534
332,-0.41938397
333,-0.50099915
334,-0.17872606
335,-0.09560435
336,-0.4504132
337,-0.77013326
338,-0.53379667
339,-0.2103453
340,-0.33883432
341,-0.6622844
342,-0.26904225
343,-0.5030605
344,-0.48515502
345,-0.43929654
346,-0.72676635
347,1.2075624
348,-0.35250556
349,-0.7039624
350,-0.34255838
351,-0.01385978
352,0.20277096
353,0.060218453
354,0.6622073
355,-1.117785
356,0.2612466
357,-0.5956595
358,-0.35307568
359,-0.67535836
360,-0.59893
361,-0.05993787
362,-0.71626604
363,-0.5864734
364,-0.078313544
365,0.19238305
366,-0.5470523
367,0.11997348
368,-0.595294
369,-0.77000624
370,-0.20408462
371,-0.17826699
372,0.168319
373,1.0506139
374,-0.23417465
375,-0.34735435
376,0.088330254
377,-0.43558848
378,-0.7085053
